"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"FIN","Finland","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",52,,
"FIN","Finland","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",53,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2001","2001",45838,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2002","2002",7157,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2003","2003",7188,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2004","2004",7253,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",7332,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",7448,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",7768,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",8001,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",8104,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",8212,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",8285,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",8369,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",8569,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",8739,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",8845,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",8962,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",9089,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",9146,,
"FRA","France","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",9204,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",38,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",38,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",38,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",38,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",38,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",38,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",39,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",40,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",40,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",40,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",40,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",40,,
"FRA","France","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",39,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2001","2001",13963,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2002","2002",7333,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2003","2003",7453,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2004","2004",7548,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",8460,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",8460,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",8460,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",8532,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",8844,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",8844,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",8904,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",9216,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",9540,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",9648,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",10170,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",10122,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",10014,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",10488,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",10662,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",41,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",41,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",42,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",42,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",46,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",45,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",44,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",44,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",44,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",43,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",44,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",44,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",45,,
"DEU","Germany","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",45,,
