# CSV-File created with merge-csv.com
# -----------------------------------------------------------

﻿ref_area.label,indicator.label,source.label,time,cbc_value
Honduras,Collective bargaining coverage rate (%),HND - ADM - Reporte Anual de Trabajadores con Cobertura de la Negociación Colectiva de la Secretaría de Trabajo y Seguridad Social,2007,5.6
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2013,53.6
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2014,49.2
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2015,48.2
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2016,46.7
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2000,38.4
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2001,35.6
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2002,33.8
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2003,34.2
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2004,34.4
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2005,24.8
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2006,22.7
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2007,24.6
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2008,22.9
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2009,26.9
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2010,27.3
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2011,26.4
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2012,26.4
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2013,25.5
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2014,22.8
Indonesia,Collective bargaining coverage rate (%),IDN - OS - Estimations based on administrative data,2003,15
Indonesia,Collective bargaining coverage rate (%),IDN - OS - Estimations based on administrative data,2005,12.7
Indonesia,Collective bargaining coverage rate (%),IDN - OS - Estimations based on administrative data,2008,10
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2000,44.2
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2001,44.2
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2005,41.7
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2009,40.5
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2014,33.5
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2000,87
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2002,89
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2008,88
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2013,89
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2016,90
Israel,Collective bargaining coverage rate (%),ISR - HS - Social Survey,2012,26.1
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2000,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2001,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2002,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2003,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2004,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2005,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2006,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2007,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2008,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2009,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2010,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2011,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2012,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2013,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2014,80
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2015,80
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2000,21.1
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2005,19
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2006,18
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2007,17.8
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2008,17.6
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2009,17.9
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2010,17.6
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2011,17.8
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2012,17.5
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2013,17.1
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2014,16.9
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2015,16.8
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2016,16.7
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2009,61.2
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2010,64.9
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2011,65.5
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2012,74.7
Cambodia,Collective bargaining coverage rate (%),KHM - LFS - Labour force survey,2012,26.3
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2000,13.3
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2001,13.4
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2002,12.7
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2003,12.6
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2004,12
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2005,11.6
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2006,11.7
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2007,12.3
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2008,12
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2009,11.6
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2010,11.3
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2011,11.5
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2012,11.7
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2013,11.8
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2014,11.9
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2015,11.8
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2009,5.6
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2010,5.6
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2011,5.7
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2012,5.5
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2013,5.9
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2014,5.4
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2015,5.9
Sri Lanka,Collective bargaining coverage rate (%),LKA - ADM - Labour Statistics,2016,4.8
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2002,15
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2003,15
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2006,10.7
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2007,10.2
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2008,9.7
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2009,10.9
Lithuania,Collective bargaining coverage rate (%),LTU - OS - Estimations based on administrative data on enterprise bargaining,2010,11.1
